,,,"Instructions: enter positive numbers only, even for penalty. If there is a tie for first, add 0.5 to the raw score of the player who wins the tiebreaker.",,,,,,,,,,,,,,,,,,,,,,,,,Game 4 (if required),,,,,,
,,,Game 1,,,,,,,Game 2,,,,,,,Game 3,,,,,,,,,,,,,,,,,
Round,Group,Player Name,Faction,Mat,Raw Score (from DE),Time penalty (if any),Bid value (from Autobidder),Net Score,Win?,Faction,Mat,Raw Score (from DE),Time penalty (if any),Bid value (from Autobidder),Net Score,Win?,Faction,Mat,Raw Score (from DE),Time penalty (if any),Bid value (from Autobidder),Net Score,Win?,Total wins from match,# games completed,opponent 1,opponent 2,Faction,Mat,Raw Score (from DE),Time penalty (if any),Bid value,Net Score,Win?
1,A,releasethecralkin,Nordic,Innovative,50,0,6,44,,Crimea,Engineering,59,0,6,53,yes,Polania,Patriotic,22,0,0,22,,1,3,dAy,FOMOF,,,,,,,
1,A,dAy,Polania,Patriotic,56,0,0,56,yes,Nordic,Innovative,40,0,6,34,,Crimea,Engineering,54,0,6,48,yes,2,3,releasethecralkin,FOMOF,,,,,,,
1,A,FOMOF,Crimea,Engineering,43,0,6,37,,Polania,Patriotic,17,0,0,17,,Nordic,Innovative,38,0,6,32,,0,3,releasethecralkin,dAy,,,,,,,
1,B,nobadinohz,Nordic,Innovative,61,0,17,44,,Togawa,Industrial,47,0,0,47,,Saxony,Patriotic,80,0,7,73,yes,1,3,JoyDivision,poserLX,,,,,,,
1,B,JoyDivision,Saxony,Patriotic,67,0,7,60,yes,Nordic,Innovative,58,0,17,41,,Togawa,Industrial,62,0,0,62,,1,3,nobadinohz,poserLX,,,,,,,
1,B,poserLX,Togawa,Industrial,49,0,0,49,,Saxony,Patriotic,67,0,7,60,yes,Nordic,Innovative,47,0,17,30,,1,3,nobadinohz,JoyDivision,,,,,,,
1,C,Hugu,Albion,Industrial,28,0,0,28,,Crimea,Engineering,54,10,18,26,,Saxony,Patriotic,55,0,8,47,yes,1,3,bbScythe,Nevic,,,,,,,
1,C,bbScythe,Saxony,Patriotic,56,0,8,48,,Albion,Industrial,57,0,0,57,yes,Crimea,Engineering,48,0,18,30,,1,3,Hugu,Nevic,,,,,,,
1,C,Nevic,Crimea,Engineering,67,0,18,49,yes,Saxony,Patriotic,58,0,8,50,,Albion,Industrial,42,0,0,42,,1,3,Hugu,bbScythe,,,,,,,
1,D,truebroyeti,Togawa,Patriotic,80,0,8,72,yes,Polania,Mechanical,59,0,10,49,yes,Albion,Industrial,54,0,0,54,yes,3,3,Britta,viamer,,,,,,,
1,D,Britta,Polania,Mechanical,64,0,10,54,,Albion,Industrial,46,0,0,46,,Togawa,Patriotic,58,0,8,50,,0,3,truebroyeti,viamer,,,,,,,
1,D,viamer,Albion,Industrial,47,0,0,47,,Togawa,Patriotic,54,0,8,46,,Polania,Mechanical,56,0,10,46,,0,3,truebroyeti,Britta,,,,,,,
1,E,Grishous,Togawa,Industrial,45,0,0,45,,Nordic,Patriotic,48,0,11,37,,Rusviet,Mechanical,90,0,20,70,yes,1,3,Qianpou,Scuri,,,,,,,
1,E,Qianpou,Nordic,Patriotic,71,0,11,60,yes,Rusviet,Mechanical,70,0,20,50,yes,Togawa,Industrial,28,0,0,28,,2,3,Grishous,Scuri,,,,,,,
1,E,Scuri,Rusviet,Mechanical,53,0,20,33,,Togawa,Industrial,42,0,0,42,,Nordic,Patriotic,45,0,11,34,,0,3,Grishous,Qianpou,,,,,,,
1,F,tomeleoon,Crimea,Mechanical,56,0,9,47,yes,Saxony,Industrial,46,,8,38,yes,Polania,Engineering,53,,,53,yes,3,3,fllyingmustang,ninjew,,,,,,,
1,F,fllyingmustang,Saxony,Industrial,42,0,8,34,,Polania,Engineering,24,,,24,,Crimea,Mechanical,48,,9,39,,0,3,tomeleoon,ninjew,,,,,,,
1,F,ninjew,Polania,Engineering,37,0,0,37,,Crimea,Mechanical,23,,9,14,,Saxony,Industrial,31,,8,23,,0,3,tomeleoon,fllyingmustang,,,,,,,
2,A,tomeleoon,Togawa,Agricultural,47,0,0,47,,Crimea,Engineering,43,0,18,25,,Rusviet,Patriotic,46,0,19,27,,0,3,truebroyeti,dAy,,,,,,,
2,A,truebroyeti,Crimea,Engineering,73,0,18,55,yes,Rusviet,Patriotic,70,0,19,51,yes,Togawa,Agricultural,45,0,0,45,,2,3,tomeleoon,dAy,,,,,,,
2,A,dAy,Rusviet,Patriotic,72,0,19,53,,Togawa,Agricultural,37,0,0,37,,Crimea,Engineering,64,0,18,46,yes,1,3,tomeleoon,truebroyeti,,,,,,,
2,B,bbScythe,Crimea,Mechanical,51,0,0,51,yes,Polania,Innovative,25,0,5,20,,Rusviet,Engineering,39,0,2,37,,1,3,Qianpou,JoyDivision,,,,,,,
2,B,Qianpou,Rusviet,Engineering,53,5,2,46,,Crimea,Mechanical,29,0,0,29,,Polania,Innovative,52,0,5,47,,0,3,bbScythe,JoyDivision,,,,,,,
2,B,JoyDivision,Polania,Innovative,55,0,5,50,,Rusviet,Engineering,46,0,2,44,yes,Crimea,Mechanical,47.5,0,0,47.5,yes,2,3,bbScythe,Qianpou,,,,,,,
2,C,nobadinohz,Togawa,Agricultural,39,0,0,39,,Saxony,Engineering,47,0,9,38,,Polania,Patriotic,66,0,12,54,yes,1,3,Nevic,poserLX,,,,,,,
2,C,Nevic,Saxony,Engineering,55,0,9,46,yes,Polania,Patriotic,73,0,12,61,yes,Togawa,Agricultural,35,0,0,35,,2,3,nobadinohz,poserLX,,,,,,,
2,C,poserLX,Polania,Patriotic,49,0,12,37,,Togawa,Agricultural,56,0,0,56,,Saxony,Engineering,37,0,9,28,,0,3,nobadinohz,Nevic,,,,,,,
2,D,Hugu,Nordic,Industrial,43,0,5,38,,Crimea,Mechanical,45,0,12,33,,Saxony,Patriotic,51.5,0,0,51.5,yes,1,3,Grishous,releasethecralkin,,,,,,,
2,D,Grishous,Saxony,Patriotic,61,0,0,61,yes,Nordic,Industrial,53,0,5,48,,Crimea,Mechanical,58,0,12,46,,1,3,Hugu,releasethecralkin,,,,,,,
2,D,releasethecralkin,Crimea,Mechanical,43,0,12,31,,Saxony,Patriotic,57,0,0,57,yes,Nordic,Industrial,56,0,5,51,,1,3,Hugu,Grishous,,,,,,,
2,E,FOMOF,Crimea,Mechanical,41,,7,34,,Saxony,Patriotic,40,,0,40,,Polania,Agricultural,69,,0,69,yes,1,3,fllyingmustang,ninjew,,,,,,,
2,E,fllyingmustang,Saxony,Patriotic,46,,0,46,,Polania,Agricultural,47,,1,46,,Crimea,Mechanical,47,,7,40,,0,3,FOMOF,ninjew,,,,,,,
2,E,ninjew,Polania,Agricultural,60,,1,59,yes,Crimea,Mechanical,58,,7,51,yes,Saxony,Patriotic,46,,1,45,,2,3,FOMOF,fllyingmustang,,,,,,,
2,F,Scuri,Rusviet,Mechanical,59,0,9,50,,Crimea,Industrial,47,0,8,39,,Nordic,Patriotic,32,0,0,32,,0,3,viamer,Britta,,,,,,,
2,F,viamer,Nordic,Patriotic,55,0,0,55,,Rusviet,Mechanical,64.5,0,9,55.5,yes,Crimea,Industrial,52,0,8,44,yes,2,3,Scuri,Britta,,,,,,,
